host,window,reverse,fft,magnitude,device
2316,1125,38204,1015,64,900
2297,1002,37923,1034,70,1009
2229,822,37967,1002,71,877
2226,916,38306,1048,75,1066
2173,785,38144,1052,70,877
2329,1207,40382,969,52,545
2358,810,37942,1051,71,954
2362,906,38294,1029,78,965
2566,780,38115,974,56,574
2689,788,38244,1039,104,814
