2344,995,157,184,53,318
2406,851,134,144,49,280
2359,852,135,144,51,328
2463,853,194,169,28,308
2325,947,153,187,59,309
2456,845,151,175,58,355
2569,901,164,194,47,293
2427,841,138,168,57,309
2318,865,134,170,38,270
2327,1108,180,189,47,315
2312,956,178,183,55,324
2349,848,117,154,52,355
2522,943,153,207,41,324
2350,1011,150,195,70,351
2365,875,139,162,54,344
2447,1089,154,161,54,303
2587,1144,156,178,55,290
2347,1034,130,172,44,341
2510,848,145,184,48,320
2505,844,133,167,50,267
2612,989,135,153,30,314
2561,911,125,165,54,354
2386,990,126,172,42,298
2516,1121,153,164,56,387
2401,936,158,200,44,311
2408,970,153,187,55,334
2367,1088,151,188,56,379
2541,1054,139,169,50,363
2451,851,115,158,58,351
2392,866,144,172,44,488
