host,window,reverse,fft,magnitude,device
2396,771,9649,338,33,395
2030,838,9629,330,38,406
2017,867,9639,338,64,514
2093,777,9695,333,42,360
2139,791,9624,349,49,419
2508,820,9605,341,39,408
2210,758,9686,351,36,493
2234,735,9653,349,50,461
2634,3313,9721,336,29,382
2279,899,9616,350,64,531
