2562,1039,149,150,36,320
2590,953,127,142,44,317
2574,838,125,130,49,266
2690,849,136,185,44,303
2502,839,122,160,55,300
2995,897,115,135,34,309
2485,837,143,171,60,337
2465,826,154,155,31,260
2580,1048,146,177,52,293
2608,836,129,137,47,246
2477,927,128,132,47,326
2578,1039,106,149,35,326
2519,873,144,151,43,283
2591,833,124,125,26,266
2534,987,128,177,44,330
2580,1063,149,157,56,340
2503,1100,140,156,57,338
2487,988,145,191,58,302
2654,1055,138,191,58,311
2535,1027,142,171,58,306
2455,1018,143,174,57,282
2796,847,117,147,44,318
2480,838,122,128,30,284
2384,986,137,162,43,297
2484,837,113,136,46,320
2485,1151,147,184,64,343
2365,886,143,175,44,311
2366,911,130,155,45,323
2388,983,127,182,57,318
2507,1085,141,173,58,327
