3977,1444,700308,98709,230,3338
4172,1372,697255,95406,233,3838
3885,1207,697074,96057,262,3901
3743,1225,697700,94721,240,3765
4005,1157,698984,96834,231,3177
3815,1304,697250,97162,256,4318
3830,1163,700756,94412,220,3125
3847,1302,700903,98963,235,3557
3830,1271,697197,97147,255,3512
3841,1425,697070,94556,227,3899
