host,window,reverse,fft,magnitude,device
2709,1083,42688,2062,98,757
2777,1028,42672,2113,102,812
2717,1063,42652,1940,126,812
2718,899,42797,1960,144,1064
2727,1239,42795,1892,112,955
2668,937,42883,2031,127,752
2901,1107,42920,1915,105,848
2702,901,42612,2047,96,825
2711,1032,42660,2050,97,715
2647,1113,42664,1917,97,658
