2493,867,93,115,47,351
2516,987,59,72,28,275
2751,1035,69,115,61,314
2635,1015,70,112,58,299
2507,1203,80,119,61,333
2709,1208,67,114,61,374
2343,871,63,107,33,361
2394,1018,50,90,42,328
2436,862,67,82,34,266
2391,1009,71,114,42,304
2442,1027,71,97,42,310
2329,861,48,91,41,304
2337,1014,71,115,54,324
2517,1085,75,124,51,285
2791,910,98,105,46,305
2490,1054,72,107,59,344
2271,853,48,74,35,268
2484,849,57,71,36,317
2361,1014,72,115,65,304
2442,1082,76,122,48,368
2458,1011,71,112,67,329
2644,925,72,107,55,357
2385,1006,95,111,42,307
2409,875,32,71,28,276
2627,1065,50,71,34,317
2355,840,51,88,40,293
2376,843,55,74,48,313
2417,1011,58,102,38,353
2345,878,61,102,44,307
2495,1009,78,104,35,315
