host,window,reverse,fft,magnitude,device
2494,894,5488,360,57,341
2481,897,5157,271,36,372
2609,1068,5089,255,29,319
2553,838,5188,272,31,307
2588,1042,5173,275,55,400
2579,1000,5102,272,51,368
2569,912,5089,289,49,443
2588,845,5172,271,46,350
2498,814,5184,279,28,358
2530,846,5186,288,56,402
2536,1128,5177,297,57,417
