host,window,reverse,fft,magnitude,device
2921,1235,230306,30805,402,1798
2854,1122,230452,32008,427,2921
3028,1140,229247,29581,432,1901
3050,1022,229327,29581,387,1386
3279,1040,229524,29298,299,1037
2949,1172,230275,30060,337,2140
3022,1147,230899,32844,454,3085
2956,1166,230474,31207,407,2015
3244,1145,230562,30952,512,2550
2847,1032,229730,31013,456,3111
