2457,845,147,167,46,315
2491,1213,160,188,53,377
2352,887,150,214,60,324
2642,1027,164,206,70,340
2345,1057,159,194,59,318
2346,859,152,173,42,299
2467,836,145,169,27,292
2363,1050,174,191,43,306
2414,953,155,191,57,303
2661,924,125,155,59,367
2413,1019,152,191,60,329
2349,1043,153,192,54,332
2305,892,146,186,59,369
2578,831,151,182,57,336
2338,874,150,166,38,283
2324,926,156,181,47,327
2392,998,147,180,48,306
2356,861,127,172,41,316
2535,1008,156,198,55,287
2478,855,135,165,38,369
2413,966,138,171,28,337
2531,927,133,152,28,314
2420,846,137,143,35,291
2463,1047,142,173,45,321
2411,1001,153,192,44,327
2451,835,144,185,58,321
2601,995,160,178,36,317
2302,947,165,182,41,291
2332,851,144,173,42,307
2403,841,152,190,60,292
