2485,981,57,85,43,268
2667,1025,51,68,38,322
2585,1247,77,83,50,296
2431,1087,73,108,64,311
2484,1044,87,117,55,296
2577,839,53,62,26,275
2494,838,58,113,27,271
2463,948,37,75,27,339
2558,985,67,93,45,311
2610,997,66,107,51,321
2501,1008,69,92,43,291
2608,1021,72,96,53,323
2505,998,70,99,64,292
2543,826,53,85,43,290
2436,1016,65,91,30,301
2681,998,66,91,36,330
2443,855,60,116,56,316
2487,821,55,71,28,273
2646,979,79,119,55,303
2487,919,42,78,38,301
2632,1233,74,131,41,343
2496,910,58,74,36,297
2493,975,92,106,61,323
2539,843,35,81,36,317
2553,1010,50,79,27,382
2511,993,61,126,37,284
2535,887,72,97,26,279
2396,1020,68,90,46,300
2410,1145,75,96,47,327
2682,1059,72,114,60,373
