2685,849,506,224,51,352
2396,938,517,233,59,394
2290,867,446,216,60,368
2400,1155,438,200,44,328
2795,1138,545,247,60,394
2435,868,479,222,46,325
2330,822,524,247,61,357
2415,920,508,191,42,306
2348,955,490,218,59,306
2383,1040,515,225,57,377
2325,893,550,207,52,272
2570,836,516,245,57,360
2549,1005,453,195,55,320
2370,850,516,244,58,337
2329,821,412,216,46,319
2307,1036,486,219,59,333
2429,895,442,217,60,345
2379,852,413,172,43,301
2300,829,433,214,37,262
2333,1015,508,217,42,343
2392,962,440,207,58,356
2498,943,434,217,50,293
2379,818,450,209,34,321
2537,1007,441,224,41,334
2536,931,437,201,49,266
2469,883,507,223,58,292
2505,849,498,195,33,274
2340,1071,453,233,48,353
2607,930,510,243,45,331
2447,950,483,235,46,333
