host,window,reverse,fft,magnitude,device
2177,868,51,75,24,277
2199,748,64,108,44,307
2199,780,73,127,77,303
2078,829,36,80,35,220
2320,765,51,78,32,342
2260,762,53,81,34,262
2620,853,61,88,40,258
2714,783,176,98,29,464
2425,749,34,75,25,239
2153,719,43,82,30,221
