host,window,reverse,fft,magnitude,device
2642,1019,144,153,57,413
2787,1080,135,131,56,414
2637,1121,147,158,25,334
2626,866,124,126,58,348
2653,1044,137,151,56,334
2611,912,150,155,57,416
2668,1126,163,153,59,389
2739,948,126,152,56,324
2666,1142,140,135,60,447
2835,899,139,153,58,306
