host,window,reverse,fft,magnitude,device
2348,781,97,74,22,258
2134,861,106,106,64,366
2177,770,101,81,32,272
2191,779,108,108,52,269
2411,922,116,120,70,315
2512,1315,105,77,23,274
2508,735,92,96,42,343
2137,771,260,84,25,243
2119,714,97,91,45,246
2125,796,104,81,41,308
