host,window,reverse,fft,magnitude,device
4940,1731,7072,5595,181,3139
5018,1568,7134,6005,183,3110
4998,1484,6987,5500,175,2998
4917,1380,7089,5665,181,3574
4735,1330,6850,5666,185,3630
4754,1590,6976,5599,182,3498
5025,1491,7111,5578,216,3675
4876,1567,6994,5357,203,3063
5178,1667,6994,5246,177,3011
4758,1489,6959,5133,185,3075
