host,window,reverse,fft,magnitude,device
2672,847,644,1437,98,835
2571,818,638,1406,110,990
2673,906,628,1438,92,1052
2527,864,635,1405,94,819
2589,868,634,1437,108,1100
2675,870,621,1434,100,902
2634,900,625,1407,109,870
2709,874,600,1364,107,960
2720,830,596,1433,98,811
2761,941,585,1381,83,791
