host,window,reverse,fft,magnitude,device
2176,768,116,129,49,355
2322,959,221,324,28,290
2254,785,123,138,48,401
2039,812,88,125,38,264
2235,773,114,137,54,310
2076,790,116,143,40,251
2139,780,89,107,22,495
2622,789,97,122,40,316
2235,807,101,117,37,319
2170,783,86,110,24,253
