host,window,reverse,fft,magnitude,device
2705,1041,142,242,55,343
2673,1123,131,222,34,361
2672,1028,136,221,54,444
2677,883,126,218,33,324
2556,868,139,233,54,317
2726,822,120,213,22,366
2736,999,133,236,25,372
2680,860,130,238,59,390
2657,881,147,240,58,342
2608,1052,137,254,37,322
