host,window,reverse,fft,magnitude,device
2733,1010,142,168,52,385
2775,1020,143,168,41,328
2759,930,151,182,52,345
2675,895,128,166,40,317
2644,943,134,141,21,340
2600,880,120,146,24,274
2654,1128,148,199,47,325
2645,933,123,180,52,326
2570,1043,127,165,39,327
2860,879,127,150,31,293
