host,window,reverse,fft,magnitude,device
3048,833,137,104,39,382
2607,1037,147,118,58,367
2647,876,132,77,25,279
2667,1191,147,116,57,367
2578,875,123,80,26,272
2667,879,119,82,25,372
2716,1064,147,119,56,389
2617,977,130,98,41,291
2612,860,123,87,24,270
2682,890,126,80,33,296
