host,window,reverse,fft,magnitude,device
2851,897,215,524,65,591
2860,961,193,514,49,638
2890,901,214,536,67,644
2901,1191,198,508,35,568
3054,1130,209,520,49,593
3010,1131,203,520,37,602
2904,1000,196,522,62,662
2897,1149,222,553,76,674
2899,1032,191,494,43,613
3050,904,234,508,45,562
