host,window,reverse,fft,magnitude,device
2183,815,108,206,23,323
2109,741,112,229,49,328
2513,742,100,199,22,255
2278,772,102,204,42,314
2190,864,112,230,69,368
2239,725,103,208,30,260
2197,765,114,267,47,313
2205,758,98,207,41,353
2177,866,107,223,56,304
2137,744,101,201,30,276
