host,window,reverse,fft,magnitude,device
2192,927,122,295,81,391
2200,809,128,287,26,353
2242,902,123,303,74,441
2180,943,113,284,71,660
2123,745,90,259,36,345
2095,792,108,270,46,375
2662,893,120,292,56,480
2270,744,93,277,44,309
2472,740,111,262,33,287
2217,1037,111,265,29,346
