window,fft,magnitude
7,376,1
10,480,2
7,364,1
8,379,1
7,365,1
7,401,1
7,356,1
6,345,1
6,341,1
7,369,1
8,516,1
8,427,1
6,346,1
6,347,1
8,402,1
7,380,1
8,458,1
6,352,1
6,347,1
7,364,1
7,364,1
8,408,1
7,373,1
9,482,1
9,465,1
8,407,1
8,423,1
6,360,1
8,421,1
9,454,1
