window,fft,magnitude
1074,833,119
1030,835,119
1056,819,119
1026,818,123
1060,854,119
1033,820,119
1027,835,118
1041,817,119
1026,817,119
1022,820,118
1032,818,119
1027,819,119
1029,824,118
1036,825,118
1052,818,118
1035,815,119
1027,820,119
1027,826,118
1041,826,121
1038,816,119
1028,824,118
1035,816,141
1031,812,119
1028,816,118
1090,819,118
1037,812,119
1097,818,118
1032,855,119
1027,812,119
1065,863,120
