window,fft,magnitude
38,346,5
53,467,7
44,375,5
35,339,4
40,348,5
34,309,4
34,315,4
45,410,5
48,403,6
40,348,5
35,332,4
43,378,5
36,328,4
36,319,4
40,358,5
48,419,6
37,377,4
42,364,5
46,389,5
35,329,4
45,396,5
43,371,5
52,445,6
57,477,7
47,409,6
44,367,5
43,389,5
46,386,5
42,379,5
47,410,6
