window,fft,magnitude
266,511,30
291,527,32
295,502,30
292,522,33
308,510,32
297,643,35
262,503,30
292,533,34
272,511,32
261,487,30
260,486,30
273,498,31
333,599,39
357,642,41
263,496,30
381,668,44
302,563,34
261,494,30
315,500,31
280,504,33
300,530,33
259,480,30
260,482,30
303,595,34
279,517,32
259,470,30
288,558,48
280,572,32
259,479,30
261,491,30
