window,fft,magnitude
72,389,9
69,357,8
92,517,13
67,349,8
88,383,9
75,383,9
79,405,9
89,427,10
72,373,9
72,367,8
83,412,10
81,399,10
78,379,9
67,359,8
67,339,8
77,391,9
68,344,8
81,403,10
78,384,9
66,337,8
78,381,9
86,415,10
78,383,9
70,346,8
71,338,8
75,374,9
80,393,9
70,357,8
67,356,8
74,391,8
