4,410,1
2,328,0
2,322,0
2,313,1
2,318,0
2,315,0
2,325,0
2,307,1
2,306,1
3,310,0
2,312,1
2,322,1
3,312,1
3,323,1
2,320,0
2,305,1
3,372,1
3,383,1
3,410,1
2,333,1
2,351,0
3,445,1
4,441,0
3,366,0
2,324,0
3,413,1
2,361,0
3,342,0
3,352,0
3,373,1
