window,fft,magnitude
7,333,1
6,333,1
6,323,1
8,430,1
8,385,1
8,425,1
7,377,1
8,433,1
9,458,1
9,466,1
8,405,1
8,432,1
9,468,1
9,473,1
6,359,1
6,416,1
8,406,1
8,412,1
8,431,1
9,441,1
9,453,1
9,467,1
14,352,1
8,401,1
8,400,1
7,385,1
8,405,1
7,371,1
8,409,1
8,431,1
