window,fft,magnitude
2,446,1
2,318,0
2,460,0
1,317,0
1,308,0
2,327,0
2,378,0
2,379,0
2,364,0
2,361,0
2,482,0
50,336,0
2,343,0
2,411,0
2,351,0
2,388,0
2,354,0
2,303,0
2,430,1
2,410,1
2,433,1
2,410,0
2,366,0
2,409,1
2,385,0
2,409,1
2,440,1
2,398,0
2,404,1
2,427,1
