4,489,1
3,425,1
3,396,1
3,363,0
3,382,1
2,337,0
2,348,0
2,342,0
3,394,1
3,417,1
3,373,0
2,368,0
3,430,1
3,434,1
3,407,1
3,471,1
3,383,1
3,400,1
3,381,1
3,419,1
3,423,1
3,427,1
2,330,1
2,328,0
2,353,0
2,350,0
3,405,1
3,446,1
2,332,0
3,374,0
