window,fft,magnitude
109,503,13
69,353,8
94,465,11
92,436,10
107,494,12
80,481,11
91,439,11
99,443,11
93,441,11
94,438,11
70,357,9
75,368,8
77,385,9
83,401,9
85,417,10
74,377,9
85,423,10
82,397,10
94,457,11
73,380,8
81,401,10
83,407,10
66,336,8
81,454,11
72,379,8
95,534,9
82,403,9
80,391,9
90,436,11
81,399,9
