14,426,2
13,419,2
16,451,2
17,509,2
15,441,2
14,434,2
13,390,2
18,515,2
12,370,1
14,422,2
13,411,2
13,397,2
12,371,1
17,490,2
13,400,2
11,351,1
12,353,1
12,361,1
13,387,2
14,397,2
17,498,2
11,351,1
17,483,2
14,415,2
17,483,2
15,449,2
16,463,2
14,418,2
14,409,2
14,407,2
