window,fft,magnitude
1,308,0
2,314,0
2,350,0
2,338,0
2,355,0
2,346,0
2,346,0
2,410,1
2,400,0
2,457,1
2,402,1
2,468,1
3,430,1
2,377,0
2,344,0
2,360,0
2,394,1
2,384,0
2,413,0
2,450,0
2,349,0
2,473,1
2,360,0
2,329,1
2,413,0
2,394,0
2,376,1
2,414,1
2,362,0
2,385,1
