window,fft,magnitude
301,530,34
278,485,30
271,495,31
259,483,30
259,479,30
313,569,36
307,495,30
322,530,32
318,539,34
267,492,30
266,539,31
265,542,31
277,503,31
260,538,30
379,650,30
260,484,30
273,506,32
259,484,30
275,511,32
279,515,32
258,483,30
279,476,30
280,517,32
271,503,31
296,542,34
260,481,30
259,484,30
260,483,30
260,488,30
274,506,32
