window,fft,magnitude
26,440,3
25,439,3
27,453,3
22,395,3
22,491,4
19,345,2
23,397,3
23,402,3
26,454,3
29,513,4
21,383,2
22,392,3
23,391,3
23,392,3
25,417,3
25,455,3
18,334,2
25,431,3
21,363,2
21,366,2
21,365,2
22,391,3
23,440,3
25,427,3
20,358,2
23,396,3
25,414,3
23,406,3
27,456,3
23,403,3
