window,fft,magnitude
16,427,2
15,438,2
15,413,2
12,373,2
16,444,2
12,351,1
16,457,2
14,399,2
14,403,2
16,448,2
15,419,2
16,446,2
15,427,2
10,311,1
10,325,1
14,402,2
15,416,2
17,510,2
11,332,1
13,384,2
15,432,2
11,324,1
11,321,1
14,386,2
13,391,2
13,380,2
13,375,2
15,419,2
11,325,1
11,313,1
