window,fft,magnitude
68,361,8
68,346,8
152,393,8
73,364,8
69,365,9
67,359,8
75,359,8
71,360,8
68,357,8
67,376,9
73,373,8
75,363,8
70,358,8
67,347,8
69,348,8
74,385,9
68,363,8
71,380,9
67,351,8
69,357,8
68,353,8
73,362,8
68,350,8
76,373,9
83,413,10
105,450,10
67,356,8
72,369,8
71,371,9
70,393,8
