16,457,2
13,387,1
13,382,2
10,333,1
12,363,1
15,439,2
15,452,2
13,382,2
13,384,1
15,453,2
13,397,2
12,363,1
12,358,2
13,387,2
12,360,1
14,421,2
11,345,1
11,355,1
12,343,1
11,357,1
11,355,1
15,436,2
16,465,2
16,452,1
12,373,2
14,425,2
15,451,2
11,344,1
13,383,2
13,390,2
