window,fft,magnitude
27,481,4
19,347,2
21,374,3
21,374,2
18,340,2
20,354,2
19,350,2
22,388,3
22,388,3
25,430,3
22,391,3
22,507,3
29,480,3
21,373,2
22,383,3
22,389,2
23,401,3
20,354,2
20,355,2
20,356,2
20,355,2
20,426,2
22,393,3
23,405,3
19,354,2
19,349,2
19,347,2
18,329,2
22,381,3
24,410,3
