window,fft,magnitude
31,460,3
22,380,2
21,377,2
26,437,3
30,547,4
29,566,4
28,490,3
28,484,3
23,425,3
21,374,2
24,411,3
24,517,3
26,439,3
27,461,3
26,441,3
19,357,2
19,352,2
22,385,3
21,397,3
20,370,2
23,408,3
22,392,3
21,377,3
23,401,3
21,379,2
20,363,2
18,341,2
21,385,2
21,377,3
18,337,2
