copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
45,34,97,149,28,465,0.00079
37,32,81,144,27,35,0.000329
31,27,80,144,26,34,0.000316
35,27,78,146,26,32,0.000318
35,28,88,168,26,31,0.00035
32,26,77,167,28,31,0.000333
36,28,79,146,27,31,0.00032
35,26,77,149,27,30,0.000317
31,26,78,144,26,31,0.00031
32,26,85,142,25,28,0.000313
32,26,77,145,26,31,0.000311
33,27,79,146,27,34,0.000319
35,26,78,145,26,32,0.000316
31,27,78,146,26,31,0.000313
35,27,89,148,30,33,0.000332
35,26,78,145,26,34,0.000318
34,26,77,145,26,31,0.000313
34,27,77,149,26,35,0.000322
32,26,77,146,26,31,0.000312
34,26,79,143,27,31,0.000313
34,26,76,145,26,29,0.00031
32,26,85,167,26,34,0.000344
35,28,77,144,25,34,0.000318
31,26,77,145,26,31,0.00031
39,28,79,147,26,34,0.000327
36,27,77,144,26,30,0.000314
36,27,90,167,26,31,0.000351
35,27,77,145,26,31,0.000315
34,27,76,171,26,32,0.00034
35,26,76,144,26,32,0.000313
