copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
198,47,125,264,34,552,0.001186
192,43,116,277,35,150,0.000778
185,37,117,283,33,136,0.000758
179,36,112,275,34,150,0.000752
184,34,113,276,34,151,0.000758
190,33,111,276,34,149,0.000759
179,35,110,280,34,150,0.000754
182,35,113,277,34,138,0.000745
180,34,112,277,34,150,0.000753
183,37,113,277,34,151,0.000761
185,34,110,278,33,134,0.000741
191,35,114,282,33,149,0.000771
89,35,115,277,33,165,0.000681
183,38,117,275,33,134,0.000747
182,34,111,277,34,149,0.000753
182,34,112,278,34,147,0.000753
182,33,110,277,33,149,0.000751
183,34,112,291,35,149,0.000769
180,34,113,276,36,137,0.00074
174,34,110,275,34,148,0.000741
178,34,111,275,33,147,0.000745
183,34,111,279,35,149,0.000756
91,36,114,275,34,149,0.000665
186,34,112,276,33,134,0.000742
181,35,113,276,34,149,0.000754
184,34,112,276,37,149,0.000755
185,35,115,275,33,150,0.00076
189,34,111,273,33,151,0.000758
178,34,111,280,32,135,0.000738
183,34,111,282,34,149,0.000759
