copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
193,65,158,262,45,574,0.001252
189,64,142,273,46,147,0.000815
187,58,138,272,45,154,0.000809
182,58,136,271,46,144,0.000791
177,58,136,270,44,134,0.000775
202,58,135,274,46,148,0.000817
178,57,134,273,46,149,0.000791
184,59,136,271,47,149,0.000799
180,58,135,271,45,134,0.000778
183,59,135,270,45,147,0.000794
181,58,134,270,45,148,0.000791
183,60,136,272,45,133,0.000784
190,59,136,272,46,146,0.000803
178,57,136,271,46,145,0.000787
183,59,136,272,46,149,0.000799
187,59,136,270,46,148,0.0008
182,59,136,271,45,148,0.000796
184,60,136,276,46,148,0.000804
183,59,136,271,45,148,0.000797
178,59,136,269,45,133,0.000775
184,59,135,271,47,150,0.000799
184,59,136,271,45,148,0.000798
190,57,149,280,47,154,0.00083
188,62,137,271,45,144,0.000802
183,59,136,271,45,149,0.000798
93,58,135,272,46,161,0.000719
185,59,136,270,44,158,0.000808
186,60,137,273,46,160,0.000816
183,64,137,271,45,159,0.000814
181,59,136,272,47,159,0.000807
