copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
154,35,101,147,28,421,0.000858
37,31,84,144,26,34,0.00033
30,26,79,144,26,30,0.000309
30,27,80,145,26,31,0.000313
33,26,79,143,26,34,0.000315
35,27,81,144,26,34,0.000321
34,26,79,144,26,34,0.000317
33,26,79,145,26,34,0.000317
34,25,78,144,26,30,0.000311
34,25,78,143,26,34,0.000314
33,25,78,144,25,31,0.000311
32,27,80,144,26,35,0.000318
35,25,80,144,26,31,0.000315
34,26,80,145,27,34,0.000319
34,26,79,145,26,34,0.000318
34,26,79,144,26,31,0.000314
36,27,79,144,26,33,0.000319
34,25,78,144,26,34,0.000315
34,26,80,143,26,34,0.000317
33,25,78,145,26,34,0.000315
30,25,85,145,26,30,0.000315
34,27,79,143,26,31,0.000314
34,25,79,144,25,31,0.000313
33,25,79,144,26,30,0.000311
36,26,80,144,27,28,0.000314
34,27,79,146,29,38,0.000324
35,27,81,144,25,34,0.000321
34,26,79,145,26,35,0.000319
35,25,79,143,26,34,0.000316
35,27,79,144,27,35,0.00032
