copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
200,38,109,254,26,613,0.001214
170,35,96,266,27,136,0.000703
167,26,94,266,23,137,0.00069
165,25,90,260,22,136,0.000676
183,25,89,253,22,118,0.000668
172,24,97,251,22,131,0.000675
181,25,94,266,23,137,0.000703
199,28,93,261,26,130,0.000711
207,27,93,261,22,138,0.000726
201,28,93,261,23,147,0.00073
199,28,94,263,23,154,0.000738
199,28,94,264,23,150,0.000735
201,27,93,262,23,146,0.000729
207,28,93,262,22,155,0.000745
185,27,93,262,22,146,0.000713
198,27,94,261,26,130,0.00071
200,27,93,262,23,147,0.000729
81,27,92,261,23,147,0.000608
199,27,93,263,22,147,0.000729
197,27,94,268,23,154,0.00074
91,28,94,259,23,132,0.000604
200,27,93,262,23,147,0.000729
183,27,93,261,22,147,0.000711
75,26,102,261,25,134,0.000598
186,27,91,263,22,147,0.000714
203,28,93,261,23,148,0.000733
203,27,97,262,22,149,0.000738
205,27,93,262,22,131,0.000718
200,27,95,261,23,148,0.000731
91,27,92,264,22,148,0.000622
