copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
346,144,497,445,91,658,0.00209
304,140,479,444,90,171,0.001538
325,135,498,465,91,172,0.001595
329,136,480,441,91,172,0.001558
339,141,484,457,91,172,0.001593
361,148,494,446,91,178,0.001627
213,142,488,465,93,188,0.001496
341,142,482,457,92,209,0.001631
362,146,489,462,93,177,0.001636
318,139,480,466,93,174,0.001577
325,136,481,461,91,204,0.001607
329,141,483,486,95,174,0.001613
354,146,494,445,90,178,0.001617
320,140,483,451,90,173,0.001567
334,136,482,461,91,209,0.001622
315,135,479,444,91,170,0.001543
325,136,483,452,91,171,0.001567
321,141,480,443,92,175,0.00156
312,137,480,459,91,174,0.001562
356,147,492,444,93,179,0.001618
318,140,478,455,88,170,0.001561
312,136,479,445,88,173,0.001545
324,138,479,448,93,179,0.001568
225,143,484,457,92,187,0.001496
345,143,486,442,92,204,0.00162
328,140,486,448,92,187,0.001589
317,142,486,456,91,186,0.001587
321,138,483,463,92,176,0.001581
316,140,483,446,91,173,0.001558
312,137,479,452,93,171,0.001551
