copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
2493,164,6588,4330,154,1248,0.014823
1758,158,6521,4461,171,1241,0.014139
1586,150,6507,4392,156,1239,0.013874
1786,153,6545,4406,156,1242,0.014132
2193,155,6593,4327,156,1241,0.014509
1745,152,6502,4447,157,1244,0.01409
1669,155,6545,4337,156,1245,0.013951
1919,155,6582,4369,157,1243,0.014268
1623,152,6544,4341,156,1245,0.013905
1598,152,6589,4347,155,1241,0.013927
1800,152,6567,4379,156,1239,0.014137
1646,150,6556,4395,155,1241,0.013988
1925,150,6570,4342,156,1239,0.014226
1968,153,6573,4334,155,1243,0.014271
1724,153,6447,4369,157,1250,0.013943
1676,150,6583,4342,156,1246,0.013997
2127,152,6594,4376,157,1244,0.014493
1658,147,6515,4326,151,1242,0.013888
1719,154,6450,4523,156,1244,0.01409
1636,154,6537,4381,156,1241,0.013949
1732,152,6507,4400,156,1243,0.014034
1571,153,6552,4375,155,1243,0.013894
1582,152,6494,4590,157,1244,0.014062
1453,152,6480,4350,157,1242,0.013677
1772,153,6577,4327,156,1239,0.014068
1827,152,6595,4351,159,1239,0.014164
1788,153,6618,4376,162,1248,0.014183
1456,160,6684,4351,160,1274,0.013925
1615,154,6607,4370,157,1244,0.01399
1745,153,6540,4367,155,1242,0.014047
