copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
147,32,95,142,23,424,0.00084
30,28,80,140,23,27,0.000305
26,25,75,140,22,23,0.000289
26,26,76,136,20,23,0.000287
27,23,76,138,22,23,0.000287
27,20,73,139,19,23,0.000282
27,20,75,141,19,23,0.000286
26,20,74,141,22,23,0.000284
27,23,73,138,22,23,0.000284
27,20,72,135,19,23,0.000277
26,20,73,138,19,23,0.00028
27,20,72,135,19,23,0.000277
27,20,72,142,22,23,0.000284
27,20,73,138,19,23,0.000281
27,20,72,135,19,23,0.000277
27,20,73,139,19,23,0.000282
26,23,72,137,22,23,0.000281
27,20,73,134,19,23,0.000277
27,20,73,138,19,23,0.000281
26,20,72,138,19,23,0.000279
26,20,72,139,19,23,0.00028
27,20,72,141,20,23,0.000283
26,20,73,138,19,23,0.00028
27,20,73,135,19,24,0.000279
27,20,73,134,19,23,0.000277
26,20,73,138,22,23,0.00028
28,26,74,141,23,23,0.000292
27,20,73,139,19,23,0.000282
26,20,72,138,19,23,0.000279
27,20,72,135,22,23,0.000277
