copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
123,32,119,256,25,595,0.001125
178,34,93,261,27,137,0.000703
183,27,92,261,22,138,0.000701
75,26,91,265,23,137,0.000594
174,27,91,265,28,138,0.000695
74,25,90,261,23,138,0.000588
78,28,90,261,22,125,0.000582
168,28,92,260,23,137,0.000685
174,27,92,267,26,146,0.000706
188,29,92,260,26,132,0.000701
172,26,95,265,22,146,0.000704
170,26,92,286,23,146,0.00072
202,28,93,261,23,148,0.000732
184,28,94,261,25,133,0.0007
184,29,92,282,22,147,0.000734
203,28,93,261,23,147,0.000732
186,28,95,265,25,134,0.000708
184,28,96,288,22,148,0.000744
201,31,96,260,22,149,0.000737
187,28,94,260,22,146,0.000715
187,28,96,267,22,146,0.000724
204,28,95,261,22,147,0.000735
183,33,115,262,22,148,0.000741
186,28,95,264,23,154,0.000727
92,28,94,259,22,148,0.000621
188,28,96,261,26,134,0.000707
183,28,97,266,22,148,0.000722
92,27,91,260,22,147,0.000617
199,28,93,262,22,148,0.00073
182,28,92,262,23,144,0.000708
