copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
281,67,251,473,47,633,0.001705
339,65,235,500,48,207,0.001346
359,61,232,477,47,190,0.001319
329,60,232,479,47,216,0.001316
345,61,241,471,48,179,0.001297
349,61,229,467,46,216,0.001322
358,87,239,460,56,190,0.001334
369,66,235,466,45,188,0.001324
352,63,236,469,47,184,0.001304
349,61,230,455,46,181,0.001276
351,61,230,464,45,191,0.001297
349,61,233,462,46,198,0.001303
366,64,234,462,45,206,0.001332
357,64,231,487,57,183,0.001322
241,64,238,471,45,215,0.001229
351,64,234,481,46,254,0.001384
350,63,232,470,46,252,0.001367
357,59,235,471,47,229,0.001351
353,62,231,471,46,250,0.001367
228,58,229,460,46,229,0.001204
351,59,237,472,47,258,0.001377
255,68,247,474,46,217,0.001261
351,63,240,471,46,217,0.001342
356,63,239,458,45,210,0.001326
360,66,236,470,46,253,0.001385
353,60,234,461,43,216,0.001324
355,61,232,470,45,183,0.001301
365,58,235,472,48,219,0.001349
237,56,231,465,46,180,0.001169
350,57,233,475,45,210,0.001325
