copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
2436,915,44791,4351,615,1632,0.054125
1678,913,44549,4412,582,1510,0.053062
1688,911,44621,4340,581,1550,0.05311
1582,899,44415,4344,569,1540,0.05278
1689,898,44402,4347,568,1628,0.052964
1815,898,44652,4360,569,1608,0.053333
1813,906,44602,4351,585,1597,0.053269
1944,899,44361,4358,571,1671,0.053233
1741,901,44359,4360,570,1681,0.053042
2212,901,44349,4353,571,1454,0.053269
1828,902,44555,4350,571,1594,0.053229
1580,913,45026,4413,587,1403,0.053335
1666,905,44714,4374,578,1520,0.053179
1755,907,44351,4343,569,1622,0.052978
1801,904,44456,4346,570,1703,0.05321
1647,901,44359,4350,570,1575,0.052832
1789,911,44328,4354,589,1693,0.053075
1639,900,44880,4376,572,1431,0.053226
1651,910,44491,4354,570,1531,0.052937
1621,902,44822,4365,573,1505,0.053215
1650,899,44428,4356,571,1535,0.052868
1797,928,44419,4385,576,1658,0.053187
1899,900,44383,4349,569,1683,0.053214
1721,900,44406,4349,573,1577,0.052953
1683,901,44384,4348,569,1636,0.052952
1703,962,44420,4414,573,1605,0.053104
1592,901,44402,4568,570,1498,0.052961
1453,903,44398,4375,570,1516,0.052645
1721,902,44401,4357,571,1640,0.053021
1657,901,44383,4365,570,1614,0.05292
