copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
198,49,132,260,37,516,0.001155
189,50,117,274,38,142,0.000772
202,45,117,311,40,132,0.000807
156,45,117,273,39,146,0.000737
201,45,115,272,38,145,0.000778
202,46,116,275,39,147,0.000786
88,44,117,272,37,141,0.000662
197,45,113,272,38,146,0.000773
204,45,115,274,39,134,0.000772
203,45,114,271,37,132,0.000765
200,46,116,271,37,133,0.000766
211,45,118,273,37,148,0.000795
227,49,117,275,37,155,0.000823
202,45,113,271,38,156,0.000787
208,45,115,272,37,147,0.000787
201,45,127,273,38,149,0.000795
195,46,114,272,39,141,0.000768
206,46,116,271,39,152,0.000791
205,45,115,273,38,147,0.000785
196,44,113,272,37,147,0.000772
227,42,118,274,37,141,0.000802
209,47,116,272,40,158,0.000802
200,45,117,273,38,155,0.00079
199,45,115,271,37,141,0.000771
199,46,113,270,38,147,0.000775
201,45,113,291,37,146,0.000796
205,47,118,273,38,147,0.00079
200,46,115,270,38,134,0.000765
202,48,115,270,38,161,0.000796
196,46,117,273,39,147,0.000779
