copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
146,31,98,142,25,542,0.000959
31,28,76,138,20,23,0.000296
26,20,74,146,23,23,0.000289
22,18,72,134,19,23,0.000269
26,23,74,139,19,23,0.000285
27,20,73,135,19,23,0.000278
27,20,73,135,19,24,0.000279
27,20,73,136,22,23,0.000279
26,23,72,144,27,37,0.000302
32,25,80,139,23,27,0.000303
25,20,72,138,19,23,0.000278
27,24,74,138,19,23,0.000286
27,20,73,138,19,23,0.000281
27,24,73,138,20,23,0.000285
26,20,73,135,23,23,0.000277
27,20,74,138,19,23,0.000282
27,23,74,137,23,23,0.000284
27,20,73,138,19,23,0.000281
27,23,74,138,19,23,0.000285
27,20,73,138,22,23,0.000281
27,20,73,135,19,23,0.000278
27,20,72,138,22,23,0.00028
27,20,73,135,22,23,0.000278
27,24,73,138,19,23,0.000285
26,20,72,138,19,23,0.000279
28,21,73,136,20,23,0.000281
26,21,73,135,22,23,0.000278
27,23,74,139,24,23,0.000286
27,20,74,138,19,23,0.000282
27,20,73,138,20,23,0.000281

