copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
1210,254,5553,1179,159,330,0.008526
620,251,5539,1175,159,330,0.007915
493,254,5752,1202,157,333,0.008034
640,253,5593,1177,159,332,0.007995
608,251,5573,1177,159,331,0.00794
502,252,5560,1177,160,330,0.007821
609,252,5681,1222,160,327,0.008091
622,253,5591,1172,159,335,0.007973
603,251,5568,1172,159,331,0.007925
509,250,5722,1187,160,330,0.007998
610,252,5535,1177,159,335,0.007909
617,250,5543,1184,157,332,0.007926
619,254,5558,1179,159,333,0.007943
616,249,5571,1176,158,345,0.007957
612,254,5544,1176,159,332,0.007918
606,251,5572,1186,161,328,0.007943
612,252,5596,1182,159,328,0.00797
606,252,5532,1188,159,330,0.007908
636,251,5588,1186,159,330,0.007991
501,251,5539,1177,159,332,0.0078
606,252,5520,1173,159,335,0.007886
625,252,5574,1176,159,333,0.00796
621,251,5602,1178,159,333,0.007985
637,253,5511,1174,159,332,0.007907
620,251,5558,1185,158,327,0.007941
497,252,5520,1182,159,328,0.007779
612,252,5545,1196,159,328,0.007933
613,252,5563,1175,158,331,0.007934
611,251,5549,1177,160,329,0.007917
613,251,5541,1179,159,326,0.00791
