copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
373,91,334,463,59,627,0.001888
294,88,317,460,58,207,0.001366
306,81,314,458,55,194,0.001353
305,81,318,464,56,175,0.001343
318,89,316,462,59,200,0.001385
310,82,318,463,56,191,0.001364
238,82,316,460,60,208,0.001304
310,82,318,458,56,207,0.001375
310,82,315,458,56,198,0.001363
307,81,334,466,59,183,0.001371
310,81,313,463,60,171,0.001338
319,82,316,459,62,183,0.001359
254,82,316,457,56,204,0.001313
312,83,323,462,60,205,0.001385
300,81,316,463,60,171,0.001331
297,81,316,459,56,203,0.001356
309,82,315,457,56,188,0.001351
336,81,316,452,59,169,0.001354
311,81,317,452,59,167,0.001328
293,80,311,444,58,168,0.001296
327,81,315,453,58,165,0.001341
324,81,316,461,58,170,0.001352
324,81,318,456,58,167,0.001346
326,89,323,452,57,172,0.001362
310,81,327,452,58,168,0.001338
314,81,318,453,59,172,0.001338
305,81,319,461,58,172,0.001338
316,82,317,457,62,187,0.001359
324,81,314,458,56,187,0.001364
321,81,316,459,61,194,0.001371
