2337,853,113,164,25,269
2638,906,110,172,36,261
2278,855,127,203,70,342
2741,784,120,251,140,356
2750,794,119,185,42,521
2485,765,128,209,66,357
2024,832,106,133,20,263
2484,744,104,174,64,328
3371,848,108,180,45,307
2513,916,117,179,61,298
