host,window,reverse,fft,magnitude,device
2438,848,218,207,54,349
2519,842,180,193,54,286
2455,1022,172,202,24,304
2327,1025,247,199,23,383
2350,885,183,198,24,244
2383,956,216,205,51,301
2286,835,179,186,22,276
2329,1083,225,217,44,318
2358,947,255,205,42,290
2347,929,210,207,56,302
