host,window,reverse,fft,magnitude,device
2480,1020,173,250,44,314
2460,1027,212,238,29,285
2338,849,196,243,40,316
2412,870,217,259,38,306
2456,831,173,242,26,270
2362,958,230,248,44,307
2814,976,237,244,37,299
2339,979,239,278,60,322
2351,938,238,243,38,284
2290,1026,218,240,34,306
