host,window,reverse,fft,magnitude,device
2674,952,10813,542,54,530
2819,1041,10934,579,75,583
2563,920,10884,555,79,501
2690,1085,10938,542,69,433
2677,959,10907,518,61,367
2540,842,10958,515,60,412
2572,1025,10837,563,52,574
2491,859,11020,542,45,458
2473,917,10953,517,63,386
2532,883,10947,522,62,391
