host,window,reverse,fft,magnitude,device
2694,864,223,168,29,297
2612,1021,217,169,52,344
2731,998,252,189,48,299
2654,1007,233,191,35,287
2590,975,234,194,47,343
2607,1012,228,191,44,335
2623,872,221,169,27,279
2639,1004,241,219,38,302
2572,928,258,195,57,362
2552,952,241,205,58,322
