host,window,reverse,fft,magnitude,device
2637,1109,52,130,36,280
2538,906,36,91,27,300
2689,987,74,110,27,316
2592,849,53,78,34,259
2561,879,55,129,48,277
2488,838,57,76,34,288
2483,1097,74,108,30,356
2513,1086,46,91,46,323
2564,864,40,77,26,255
2510,852,42,105,46,268
